eps_S81,eps_Li2S1,rho_C3H4O3(e)_cat1,rho_C4H6O3(e)_cat1,rho_Li+(e)_cat1,rho_PF6-(e)_cat1,rho_S8(e)_cat1,rho_S8-(e)_cat1,rho_S6-(e)_cat1,rho_S4-(e)_cat1,rho_S2-(e)_cat1,rho_S-(e)_cat1,Phi_dl1,Phi_ed1,np_S81,np_Li2S1,rho_C3H4O3(e)_sep1,rho_C4H6O3(e)_sep1,rho_Li+(e)_sep1,rho_PF6-(e)_sep1,rho_S8(e)_sep1,rho_S8-(e)_sep1,rho_S6-(e)_sep1,rho_S4-(e)_sep1,rho_S2-(e)_sep1,rho_S-(e)_sep1,Phi_sep1,rho_C3H4O3(e)_an1,rho_C4H6O3(e)_an1,rho_Li+(e)_an1,rho_PF6-(e)_an1,rho_S8(e)_an1,rho_S8-(e)_an1,rho_S6-(e)_an1,rho_S4-(e)_an1,rho_S2-(e)_an1,rho_S-(e)_an1,Phi_an_dl1,Phi_an1,Time
1e-15,0.2709160502641001,11.716647322463407,11.716647322463409,1.2026273960485496,1.1549737198751868,1.7293336881639497e-20,3.422218454153627e-05,1.7098129806660905e-05,0.013665740728536697,1.623967284286373e-07,0.010110602931345868,0.6775196604861156,1.9937882871425028,312000000.0,312000000.0,11.596589492991365,11.596589492991367,1.2117207672791468,1.1615841941709442,1.754982310910203e-20,3.464993330613055e-05,1.7417686224687757e-05,0.014819421005514616,1.765964089418584e-07,0.01019662133264016,1.3162927097785424,11.420802283199572,11.420802283199574,1.2300026077773671,1.1757703830583583,1.7929991206379623e-20,3.5549704280133095e-05,1.8027147647998098e-05,0.01666084068240694,1.9924220787543493e-07,0.010401492406753768,-1.3163444130518156,0.0,0.0
9.999999999984855e-16,0.27091605026410254,11.71664732246344,11.716647322463443,1.2026273960489173,1.1549737198755947,1.7293354417018522e-20,3.4222184541567525e-05,1.7098129806660698e-05,0.013665740728514068,1.6239672842835974e-07,0.010110602931348415,0.6775196737435127,1.9937910798903662,312000000.0,312000000.0,11.596589492991397,11.596589492991399,1.2117207672791004,1.1615841941709462,1.7549823109035338e-20,3.46499333061263e-05,1.7417686224669776e-05,0.014819421005489677,1.765964089415507e-07,0.01019662133264096,1.3162954892690033,11.420802283199604,11.420802283199606,1.2300026077775377,1.175770383057518,1.792999120631216e-20,3.554970428005225e-05,1.802714764794074e-05,0.016660840682375357,1.9924220787504611e-07,0.010401492406750864,-1.316347192542261,0.0,2.4712271715858966e-10
9.999999999971693e-16,0.2709160502641047,11.71664732246347,11.716647322463471,1.2026273960492369,1.154973719875949,1.7293369821569035e-20,3.4222184541594685e-05,1.709812980666052e-05,0.013665740728494403,1.6239672842811987e-07,0.010110602931350628,0.6775196852642165,1.9937935001076335,312000000.0,312000000.0,11.596589492991425,11.596589492991427,1.2117207672790602,1.161584194170948,1.7549823108977395e-20,3.4649933306122605e-05,1.741768622465415e-05,0.014819421005468006,1.7659640894128334e-07,0.010196621332641653,1.3162978979655624,11.420802283199631,11.420802283199633,1.2300026077776833,1.1757703830567876,1.7929991206253538e-20,3.554970427998199e-05,1.8027147647890898e-05,0.01666084068234791,1.9924220787470823e-07,0.010401492406748342,-1.3163496012388065,0.0,4.6187286032407024e-10
9.99999999994537e-16,0.270916050264109,11.716647322463528,11.71664732246353,1.202627396049876,1.1549737198766579,1.729340063729577e-20,3.4222184541649e-05,1.7098129806660163e-05,0.013665740728455073,1.6239672842764546e-07,0.010110602931355055,0.6775197083056185,1.993798313750398,312000000.0,312000000.0,11.59658949299148,11.596589492991482,1.2117207672789796,1.1615841941709515,1.7549823108861553e-20,3.464993330611522e-05,1.7417686224622898e-05,0.014819421005424662,1.7659640894074857e-07,0.010196621332643041,1.3163026885669156,11.420802283199686,11.420802283199688,1.2300026077779642,1.1757703830553268,1.792999120613629e-20,3.554970427984148e-05,1.8027147647791212e-05,0.01666084068229302,1.9924220787403248e-07,0.010401492406743295,-1.316354391840133,0.0,8.913731466550313e-10
9.999999999892726e-16,0.2709160502641175,11.716647322463645,11.716647322463647,1.202627396051154,1.1549737198780754,1.729346226663569e-20,3.422218454175764e-05,1.7098129806659448e-05,0.013665740728376416,1.6239672842671793e-07,0.01011060293136391,0.6775197543884007,1.9938078353100528,312000000.0,312000000.0,11.596589492991592,11.596589492991594,1.2117207672788186,1.1615841941709584,1.754982310863005e-20,3.464993330610044e-05,1.7417686224560394e-05,0.014819421005337974,1.7659640893967905e-07,0.010196621332645818,1.31631216404377,11.420802283199794,11.420802283199796,1.2300026077784847,1.1757703830524053,1.7929991205901797e-20,3.554970427956045e-05,1.802714764759184e-05,0.01666084068218324,1.99242207872681e-07,0.010401492406733203,-1.3163638673169338,0.0,1.7503737193169536e-09
9.999999999787436e-16,0.2709160502641347,11.716647322463878,11.71664732246388,1.2026273960537104,1.1549737198809105,1.72935855286378e-20,3.422218454197492e-05,1.709812980665802e-05,0.0136657407282191,1.6239672842494797e-07,0.010110602931381614,0.6775198465538788,1.993826464758111,312000000.0,312000000.0,11.596589492991816,11.596589492991818,1.2117207672784964,1.1615841941709721,1.754982310816777e-20,3.464993330607089e-05,1.7417686224435382e-05,0.014819421005164599,1.7659640893754003e-07,0.010196621332651373,1.3163307013263135,11.420802283200011,11.420802283200013,1.2300026077793649,1.1757703830465622,1.7929991205432812e-20,3.5549704278998396e-05,1.80271476471931e-05,0.016660840681963676,1.99242207869978e-07,0.01040149240671302,-1.3163824045993708,0.0,3.468374864640798e-09
9.999999999576858e-16,0.270916050264169,11.716647322464343,11.716647322464345,1.202627396058823,1.1549737198865806,1.729383205168625e-20,3.4222184542409476e-05,1.709812980665517e-05,0.013665740727904474,1.6239672842174857e-07,0.010110602931417014,0.677520030884489,1.9938621396706795,312000000.0,312000000.0,11.596589492992262,11.596589492992264,1.2117207672778523,1.161584194171,1.75498231072461e-20,3.464993330601178e-05,1.741768622418536e-05,0.014819421004817849,1.7659640893326196e-07,0.010196621332662482,1.3163661919081986,11.420802283200445,11.420802283200446,1.2300026077805097,1.1757703830348762,1.792999120449484e-20,3.554970427787428e-05,1.8027147646395617e-05,0.016660840681524552,1.9924220786457202e-07,0.010401492406672652,-1.316417895181046,0.0,6.904377155288487e-09
9.999999999155699e-16,0.27091605026423754,11.716647322465276,11.716647322465278,1.2026273960690481,1.154973719897921,1.7294325107563382e-20,3.422218454327859e-05,1.7098129806649466e-05,0.013665740727275227,1.6239672841671172e-07,0.010110602931487777,0.6775203995443255,1.9939276728099031,312000000.0,312000000.0,11.596589492993154,11.596589492993155,1.2117207672765637,1.1615841941710552,1.7549823105414346e-20,3.464993330589356e-05,1.7417686223685317e-05,0.014819421004124346,1.7659640892470582e-07,0.0101966213326847,1.3164313563874392,11.420802283201311,11.420802283201313,1.2300026077805388,1.1757703830115043,1.7929991202618893e-20,3.554970427562605e-05,1.8027147644800654e-05,0.0166608406806463,1.9924220785376004e-07,0.010401492406591916,-1.3164830596598762,0.0,1.3776381736583864e-08
9.99999999831338e-16,0.2709160502643747,11.716647322467141,11.716647322467143,1.2026273960894982,1.1549737199206018,1.7295311254090272e-20,3.422218454501683e-05,1.709812980663809e-05,0.013665740726016768,1.623967284120857e-07,0.010110602931629156,0.6775211368584634,1.9940389969541037,312000000.0,312000000.0,11.596589492994937,11.596589492994939,1.2117207672739867,1.1615841941711658,1.7549823101797155e-20,3.464993330565712e-05,1.7417686222685232e-05,0.014819421002737343,1.7659640890759353e-07,0.010196621332729135,1.3165419432172099,11.420802283203047,11.420802283203049,1.2300026077729243,1.1757703829647603,1.7929991198867e-20,3.5549704271129595e-05,1.8027147641610724e-05,0.016660840678889795,1.992422078321361e-07,0.010401492406430445,-1.3165936464888586,0.0,2.7520390899174617e-08
9.999999997471063e-16,0.2709160502645119,11.716647322469006,11.716647322469008,1.202627396109948,1.1549737199432826,1.729629745150674e-20,3.422218454675508e-05,1.7098129806626736e-05,0.013665740724758344,1.6239672841290727e-07,0.010110602931770385,0.6775218741670661,1.9941335695988762,312000000.0,312000000.0,11.59658949299672,11.596589492996722,1.2117207672714096,1.1615841941712763,1.7549823098226285e-20,3.4649933305420686e-05,1.7417686221685147e-05,0.01481942100135034,1.7659640889048124e-07,0.01019662133277357,1.316635778553087,11.420802283204782,11.420802283204784,1.2300026077587989,1.1757703829180164,1.7929991195115108e-20,3.554970426663314e-05,1.8027147638420795e-05,0.01666084067713329,1.9924220781051213e-07,0.010401492406268973,-1.3166874818239753,0.0,4.126440006176537e-08
